Usia ,USIA,Jenis Kelamin,KELAMIN,Pekerjaan ,Pendidikan ,Pendapatan ,Kepemilikan Kendaraan,PENGALAMAN MENGGUNAKAN SOL,PENGALAMAN,Pengalaman/ Frekuensi Berkunjung (1 Tahun) ,Asal Perjalanan,Alasan Berkunjung,Tujuan Perjalanan ,Moda Transportasi Sering Digunakan ,Cara Mencapai Moda Transportasi ,Alasan Menggunakan Moda Transportasi ,X11,X12,X13,X14,X21,X22,X23,X24,X31,X32,X33,X41,X42,X43,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22
12 - 25 Tahun,1,Laki-laki,1,Pelajar/Mahasiswa,D1 / D2/ D3,"< 1,9 Juta",Memiliki,Pernah,1,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Area Keraton Yogyakarta, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo",Berjalan Kaki,Berjalan Kaki,"Pengalaman menarik, Kemudahan",2,3,2,5,2,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S3,5 – 8 Juta,Memiliki,Pernah,1,2 - 7x seminggu,Jakarta dan sekitarnya,Bekerja,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Berjalan Kaki,"Biaya Murah, Kemudahan",3,1,2,2,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12 - 25 Tahun,1,Laki-laki,1,Pelajar/Mahasiswa,D1 / D2/ D3,"< 1,9 Juta",Memiliki,Belum,2,1 – 6 x setahun,Jawa Barat,Mengunjungi Keluarga,"Area Tugu Yogyakarta (Pasar Kranggan, dll)",Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),Berjalan Kaki,"Waktu lebih singkat, Biaya Murah",1,1,2,2,3,3,3,1,5,5,5,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5
36 - 45 Tahun,3,Perempuan,2,ASN/TNI/Polri,S2,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Berjalan Kaki,"Biaya Murah, Kenyamanan, Kemudahan",3,2,4,4,3,4,4,2,5,4,3,2,2,3,4,4,4,4,3,4,5,5,4,4,3,5
12 - 25 Tahun,1,Perempuan,2,Pelajar/Mahasiswa,SMA/ SMK,"< 1,9 Juta",Tidak Memiliki,Belum,2,1 – 4x sebulan,Jawa Tengah,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo",Berjalan Kaki,Berjalan Kaki,"Biaya Murah, Ramah Lingkungan, Kemudahan",2,2,3,3,3,3,2,2,3,4,3,2,3,2,4,4,5,5,5,4,5,5,4,3,4,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,D1 / D2/ D3,"< 1,9 Juta",Memiliki,Belum,2,1 – 4x sebulan,Solo Raya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,Berjalan Kaki,Berjalan Kaki,Biaya Murah,5,1,1,1,5,1,4,3,3,2,3,2,3,3,5,4,5,4,3,3,4,2,4,2,3,5
12 - 25 Tahun,1,Laki-laki,1,ASN/TNI/Polri,D1 / D2/ D3,2 – 5 Juta,Memiliki,Pernah,1,7 – 12x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Angkutan Umum (Bus Trans Jogja, Damri, dll)","Angkutan Umum (Bus, dll)",Biaya Murah,4,3,4,5,4,3,3,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12 - 25 Tahun,1,Laki-laki,1,ASN/TNI/Polri,D1 / D2/ D3,2 – 5 Juta,Memiliki,Belum,2,1 – 4x sebulan,Solo Raya,Wisata/ Rekreasi/ Kuliner,"Area Tugu Yogyakarta (Pasar Kranggan, dll)",Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya","Waktu lebih singkat, Biaya Murah, Kemudahan",4,3,2,2,2,2,5,3,4,4,4,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,D1 / D2/ D3,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,Hotel/ Penginapan,"Angkutan Umum (Bus Trans Jogja, Damri, dll)","Angkutan Umum (Bus, dll)",Pengalaman menarik,2,2,2,2,4,4,4,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,2,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S2,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jawa Tengah,Bekerja,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Kenyamanan, Kemudahan",3,3,4,4,5,5,4,2,3,3,3,4,3,3,4,4,3,4,4,3,3,1,2,3,3,3
12 - 25 Tahun,1,Laki-laki,1,Pelajar/Mahasiswa,SMA/ SMK,"< 1,9 Juta",Tidak Memiliki,Belum,2,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Area Tugu Yogyakarta (Pasar Kranggan, dll)","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan kendaraan lain,Biaya Murah,4,4,5,5,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,S2,> 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,3,4,4,4,4,4,4,2,4,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,4,4
36 - 45 Tahun,3,Laki-laki,1,Pelajar/Mahasiswa,S1,2 – 5 Juta,Memiliki,Pernah,1,1 – 4x sebulan,Solo Raya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo",Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),Berjalan Kaki,"Waktu lebih singkat, Biaya Murah, Kenyamanan, Kemudahan",2,3,2,5,5,3,5,5,4,4,4,4,3,4,5,4,4,4,4,4,5,5,4,4,4,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S1,> 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Waktu lebih singkat,2,2,2,4,4,4,4,3,3,5,4,5,4,4,3,3,4,4,4,4,4,3,3,3,3,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S1,5 – 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Bekerja,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Biaya Murah,3,3,3,3,4,4,1,1,3,3,3,5,3,3,5,5,5,5,5,5,5,5,3,3,3,4
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,SMA/ SMK,"< 1,9 Juta",Tidak Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Mengunjungi Keluarga,"Kawasan Malioboro, Hotel/ Penginapan","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Waktu lebih singkat,4,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,D1 / D2/ D3,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Mengunjungi Keluarga,Bantul,Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya","Waktu lebih singkat, Biaya Murah, Keamanan, Kenyamanan, Kemudahan",2,3,3,5,4,4,4,3,3,3,3,5,3,3,5,5,4,5,5,5,5,5,4,3,3,4
36 - 45 Tahun,3,Perempuan,2,Tidak/  Belum Bekerja,S1,"< 1,9 Juta",Memiliki,Belum,2,1 – 6 x setahun,Jawa Timur,Mengunjungi Keluarga,"Kawasan Malioboro, Hotel/ Penginapan, Area Keraton Yogyakarta, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo",Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya","Waktu lebih singkat, Kesehatan, Kenyamanan, Kemudahan",4,4,5,5,4,4,2,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,D1 / D2/ D3,2 – 5 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Pulang ke rumah,Bantul,Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya",Waktu lebih singkat,3,3,3,5,3,3,3,2,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,3,4
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S2,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jawa Barat,Mengunjungi Keluarga,"Kawasan Malioboro, Hotel/ Penginapan, Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Berjalan Kaki,"Waktu lebih singkat, Biaya Murah, Keamanan, Kesehatan, Pengalaman menarik, Kenyamanan, Kemudahan",4,4,3,3,4,4,4,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
36 - 45 Tahun,3,Perempuan,2,IRT,S1,5 – 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Bekerja,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Biaya Murah, Kemudahan",3,4,3,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,5,5,5,5,4,5
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,D1 / D2/ D3,5 – 8 Juta,Memiliki,Belum,2,7 – 12x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Area Tugu Yogyakarta (Pasar Kranggan, dll)","Angkutan Umum (Bus Trans Jogja, Damri, dll)",Berjalan Kaki,Biaya Murah,1,5,3,5,1,1,3,1,3,5,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,SMA/ SMK,2 – 5 Juta,Memiliki,Belum,2,2 - 7x seminggu,Jawa Tengah,Bekerja,"Area Tugu Yogyakarta (Pasar Kranggan, dll)",Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya",Waktu lebih singkat,5,4,5,4,4,5,4,2,4,5,3,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S1,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Bekerja,"Kawasan Malioboro, Hotel/ Penginapan","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Biaya Murah",3,4,2,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4
36 - 45 Tahun,3,Laki-laki,1,Pelajar/Mahasiswa,S1,2 – 5 Juta,Memiliki,Belum,2,7 – 12x setahun,Solo Raya,Pendidikan,Kos,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,5,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4
36 - 45 Tahun,3,Perempuan,2,ASN/TNI/Polri,S2,5 – 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,Berjalan Kaki,Berjalan Kaki,"Biaya Murah, Ramah Lingkungan, Pengalaman menarik",5,4,5,5,3,3,3,4,5,5,5,3,3,4,4,5,5,4,4,5,5,5,5,5,5,5
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S1,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Mengunjungi Keluarga,Area Keraton Yogyakarta,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Berjalan Kaki,Kenyamanan,2,2,4,4,4,4,4,4,2,3,3,5,2,2,4,4,4,4,4,4,3,3,3,3,3,4
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S2,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Area Keraton Yogyakarta, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Biaya Murah, Keamanan",4,4,5,5,3,3,3,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,S1,5 – 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jawa Timur,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Biaya Murah",4,4,3,5,4,3,2,2,4,4,4,4,3,4,5,5,4,5,5,5,5,5,4,4,4,5
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,D1 / D2/ D3,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jawa Barat,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Area Tugu Yogyakarta (Pasar Kranggan, dll)","Angkutan Umum (Bus Trans Jogja, Damri, dll)",Berjalan Kaki,Pengalaman menarik,3,3,2,2,4,4,3,4,3,3,3,4,3,3,5,5,5,5,5,5,5,5,4,4,3,5
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,D1 / D2/ D3,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jawa Tengah,Wisata/ Rekreasi/ Kuliner,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,3,3,3,3,3,3,2,2,2,4,2,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3
46 - 54 Tahun,4,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S1,5 – 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jawa Barat,Mengunjungi Keluarga,"Kawasan Malioboro, Hotel/ Penginapan, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,1,5,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12 - 25 Tahun,1,Laki-laki,1,Pelajar/Mahasiswa,SMA/ SMK,"< 1,9 Juta",Memiliki,Pernah,1,2 - 7x seminggu,Jawa Barat,Pendidikan,Kost/ Mlati/ Sleman,Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya","Waktu lebih singkat, Biaya Murah, Keamanan, Kenyamanan, Kemudahan",2,3,3,4,3,3,3,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,3
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S1,5 – 8 Juta,Tidak Memiliki,Belum,2,7 – 12x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Area Keraton Yogyakarta, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Biaya Murah,4,4,4,4,3,3,3,2,4,5,5,4,5,4,4,5,4,4,5,5,5,5,5,4,5,5
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,S1,2 – 5 Juta,Memiliki,Belum,2,1 – 4x sebulan,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Angkutan Umum (Bus Trans Jogja, Damri, dll)",Berjalan Kaki,Biaya Murah,2,2,2,2,5,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,S1,2 – 5 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Bekerja,"Kawasan Malioboro, Hotel/ Penginapan","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Biaya Murah, Keamanan, Kenyamanan, Kemudahan",4,4,4,4,5,4,4,2,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S1,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Bekerja,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,2,2,4,4,5,5,4,5,4,3,4,5,3,3,5,5,5,4,4,4,5,5,4,4,4,5
36 - 45 Tahun,3,Perempuan,2,ASN/TNI/Polri,S1,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,4,4,4,4,3,3,2,2,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S1,5 – 8 Juta,Tidak Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Dinas + mengunjungi keluarga,"Kawasan Malioboro, Hotel/ Penginapan, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Biaya Murah, Kenyamanan",3,2,2,4,3,2,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3
36 - 45 Tahun,3,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,D1 / D2/ D3,2 – 5 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jawa Tengah,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Area Keraton Yogyakarta, Area Tugu Yogyakarta (Pasar Kranggan, dll), Pasar Beringharjo, Gunung kidul","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Keamanan, Kemudahan",5,5,5,5,5,5,4,2,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
36 - 45 Tahun,3,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,D1 / D2/ D3,2 – 5 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Area Tugu Yogyakarta (Pasar Kranggan, dll)","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Keamanan, Kenyamanan",5,4,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5
36 - 45 Tahun,3,Perempuan,2,ASN/TNI/Polri,S1,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Biaya Murah, Kemudahan",4,4,4,5,4,4,4,4,3,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5
36 - 45 Tahun,3,Perempuan,2,ASN/TNI/Polri,S1,2 – 5 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jawa Tengah,Bekerja,Hotel/ Penginapan,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Keamanan, Kenyamanan, Kemudahan",5,3,3,5,2,3,3,1,5,5,4,5,5,4,5,4,3,5,4,4,5,3,3,3,3,4
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S1,2 – 5 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jawa Tengah,Wisata/ Rekreasi/ Kuliner,"Area Tugu Yogyakarta (Pasar Kranggan, dll)","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Biaya Murah, Kenyamanan",1,1,1,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5
36 - 45 Tahun,3,Perempuan,2,ASN/TNI/Polri,S1,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Kenyamanan, Kemudahan",4,4,4,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
36 - 45 Tahun,3,Laki-laki,1,ASN/TNI/Polri,S2,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Berjalan Kaki,"Waktu lebih singkat, Kenyamanan, Kemudahan",5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26 - 35 Tahun,2,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S2,> 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Hotel/ Penginapan, Spot wisata di kabupaten lainnya","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)","Telpon/ WA/ SMS, lainnya","Waktu lebih singkat, Pengalaman menarik, Kemudahan",3,4,4,4,3,4,3,2,4,4,4,4,4,3,2,4,4,4,5,5,5,4,4,4,4,5
26 - 35 Tahun,2,Laki-laki,1,ASN/TNI/Polri,D1 / D2/ D3,2 – 5 Juta,Memiliki,Belum,2,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kenyamanan,5,5,5,5,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
26 - 35 Tahun,2,Perempuan,2,IRT,S1,2 – 5 Juta,Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Mengunjungi Keluarga,"Klaten, magelang",Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),"Telpon/ WA/ SMS, lainnya","Keamanan, Kenyamanan, Kemudahan",2,2,3,3,4,5,4,4,3,3,3,3,2,3,4,4,4,4,4,4,4,4,3,3,3,4
12 - 25 Tahun,1,Laki-laki,1,Pelajar/Mahasiswa,S1,5 – 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,Kawasan Malioboro,Kendaraan Pribadi (Parkir di Stasiun/ Dijemput),Menggunakan kendaraan lain,"Waktu lebih singkat, Pengalaman menarik, Kemudahan",3,4,2,4,3,2,4,3,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,5
26 - 35 Tahun,2,Perempuan,2,Swasta/Karyawan/BUMN/BUMD,S1,> 8 Juta,Memiliki,Belum,2,1 – 6 x setahun,Solo Raya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Area Tugu Yogyakarta (Pasar Kranggan, dll)","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Kenyamanan, Kemudahan",3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
26 - 35 Tahun,2,Laki-laki,1,Tidak/  Belum Bekerja,SMA/ SMK,"< 1,9 Juta",Memiliki,Belum,2,1 – 6 x setahun,Jakarta dan sekitarnya,Mengunjungi Keluarga,Kawasan Malioboro,"Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),Kemudahan,4,4,4,5,3,3,4,2,3,4,4,5,3,3,5,5,5,5,5,4,5,5,5,5,4,5
46 - 54 Tahun,4,Laki-laki,1,Swasta/Karyawan/BUMN/BUMD,S2,> 8 Juta,Memiliki,Pernah,1,1 – 6 x setahun,Jakarta dan sekitarnya,Wisata/ Rekreasi/ Kuliner,"Kawasan Malioboro, Hotel/ Penginapan, Pasar Beringharjo","Kendaraan Sewa/ Transportasi  (Gojek, Grab, Taxi, dll)",Menggunakan Aplikasi (Gojek/ Grab/ lainnya),"Waktu lebih singkat, Kemudahan",5,5,5,5,4,4,4,2,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4
